"sigla_unidade_ensino","nome_unidade_ensino","dt_autorizacao","sigla_uf_unidade_ensino","nome_municipio_unidade_ensino"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus São Borja","09/03/2010 09:29:49","RS","São Borja"
"IF FARROUPILHA","Instituto Federal Farroupilha - Campus São Vicente do Sul","05/03/2009 16:17:17","RS","São Vicente do Sul"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA CANDELÁRIA","06/02/2015 12:19:35","RS","Candelária"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA CARAZINHO","11/06/2014 15:15:09","RS","Carazinho"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA DE NÃOMETOQUE","11/06/2014 15:21:24","RS","Não-Me-Toque"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA QUARAÍ","11/06/2014 15:24:00","RS","Quaraí"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA ROSÁRIO DO SUL","06/02/2015 12:13:49","RS","Rosário do Sul"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SANTA CRUZ DO SUL","11/06/2014 15:43:56","RS","Santa Cruz do Sul"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SANTIAGO","11/06/2014 15:26:01","RS","Santiago"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA SÃO GABRIEL","11/06/2014 15:30:11","RS","São Gabriel"
"IF FARROUPILHA","INSTITUTO FEDERAL FARROUPILHA CENTRO DE REFERÊNCIA TRÊS PASSOS","06/02/2015 12:25:07","RS","Três Passos"
"null","INSTITUTO FEDERAL FARROUPILHA - REITORIA","03/07/2015 14:03:15","RS","Santa Maria"
"IFF","Instituto Federal Fluminense - Campus Avançado Cambuci","31/01/2014 18:38:15","RJ","Cambuci"
"IFF","Instituto Federal Fluminense - Campus Avançado Maricá","06/06/2014 16:22:28","RJ","Maricá"
"IFF","Instituto Federal Fluminense - Campus Avançado São João da Barra","31/01/2014 18:51:13","RJ","São João da Barra"
"IFF","Instituto Federal Fluminense - Campus Bom Jesus do Itabapoana","10/03/2009 09:41:33","RJ","Bom Jesus do Itabapoana"
"IFF","Instituto Federal Fluminense - Campus Cabo Frio","17/04/2009 16:01:02","RJ","Cabo Frio"
"null","INSTITUTO FEDERAL FLUMINENSE - CAMPUS CABO FRIO","07/06/2011 11:03:20","RJ","Cabo Frio"
"IFF","Instituto Federal Fluminense - Campus Campos Centro","10/03/2009 09:44:09","RJ","Campos dos Goytacazes"
"IFF","Instituto Federal Fluminense - Campus Campos Guarus","10/03/2009 09:47:09","RJ","Campos dos Goytacazes"
"IFF","INSTITUTO FEDERAL FLUMINENSE CAMPUS ITABORAÍ","31/01/2014 18:56:09","RJ","Itaboraí"
"IFF","Instituto Federal Fluminense - Campus Itaperuna","17/04/2009 15:58:27","RJ","Itaperuna"
"IFF","Instituto Federal Fluminense - Campus Macaé","10/03/2009 09:53:49","RJ","Macaé"
"IFF","Instituto Federal Fluminense - Campus Quissamã","14/07/2010 19:39:52","RJ","Quissamã"
"IFF","Instituto Federal Fluminense - Campus Santo Antônio de Pádua","31/01/2014 19:01:16","RJ","Santo Antônio de Pádua"
"IFF","INSTITUTO FEDERAL FLUMINENSE CENTRO DE REFERÊNCIA DE CARDOSO MOREIRA","13/06/2014 17:26:17","RJ","Cardoso Moreira"
"IFF","INSTITUTO FEDERAL FLUMINENSE CENTRO DE REFERÊNCIA DE CORDEIRO","13/06/2014 18:08:51","RJ","Cordeiro"
"IFF","instituto federal fluminense CENTRO DE REFERÊNCIA EM TECNOLOGIA, INFORMAÇÃO E COMUNICAÇÃO NA EDUCAÇÃO","22/06/2016 18:08:30","RJ","Campos dos Goytacazes"
"IFF","INSTITUTO FEDERAL FLUMINENSE CENTRO DE REFERÊNCIA RIO BONITO","13/06/2014 17:30:07","RJ","Rio Bonito"
"null","INSTITUTO FEDERAL FLUMINENSE NÚCLEO AVANÇADO DE SÃO JOÃO DA BARRA","27/09/2010 20:17:15","RJ","São João da Barra"
"IF GOIANO","INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO CATALÃO","16/02/2014 16:20:29","GO","Catalão"
"IF GOIANO","INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO HIDROLÂNDIA","16/02/2014 16:45:41","GO","Hidrolândia"
"IF GOIANO","INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO IPAMERI","06/06/2014 15:32:03","GO","Ipameri"
"IF GOIANO","INSTITUTO FEDERAL GOIANO CAMPUS CAMPOS BELOS","16/02/2014 17:03:36","GO","Campos Belos"
"IF GOIANO","Instituto Federal Goiano - Campus Ceres","06/03/2009 10:32:10","GO","Ceres"
"IF GOIANO","INSTITUTO FEDERAL GOIANO CAMPUS CRISTALINA","16/02/2014 16:38:01","GO","Cristalina"
"IF GOIANO","Instituto Federal Goiano - Campus Iporá","23/08/2010 14:10:42","GO","Iporá"
"IF GOIANO","Instituto Federal Goiano - Campus Morrinhos","06/03/2009 10:41:27","GO","Morrinhos"
"IF GOIANO","INSTITUTO FEDERAL GOIANO CAMPUS POSSE","16/02/2014 17:12:52","GO","Posse"
"IF GOIANO","Instituto Federal Goiano - Campus Rio Verde","06/03/2009 10:35:02","GO","Rio Verde"
"IF GOIANO","INSTITUTO FEDERAL GOIANO CAMPUS TRINDADE","16/02/2014 17:24:58","GO","Trindade"
"IF GOIANO","Instituto Federal Goiano - Campus Urutaí","06/03/2009 10:44:20","GO","Urutaí"
"null","INSTITUTO FEDERAL SERTÃO PERNAMBUCANO CAMPUS OURICURIC","28/09/2010 11:55:41","PE","Salgueiro"
"null","INSTITUTO FEDERAL SERTÃO PERNAMBUCANO CAMPUS SALGUEIROS","28/09/2010 12:03:45","PE","Salgueiro"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Avançado Jaguarão","29/01/2014 11:28:52","RS","Jaguarão"
"IFSUL","INSTITUTO FEDERAL SUL RIOGRANDENSE CAMPUS AVANÇADO NOVO HAMBURGO","29/01/2014 11:48:21","RS","Novo Hamburgo"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Bagé","16/06/2010 14:38:29","RS","Bagé"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Camaquã","16/06/2010 14:47:16","RS","Camaquã"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Charqueadas","05/03/2009 15:49:20","RS","Charqueadas"
"IFSUL","INSTITUTO FEDERAL SULRIOGRANDENSE CAMPUS GRAVATAÍ","06/06/2014 12:15:52","RS","Gravataí"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Lajeado","06/06/2014 15:03:36","RS","Lajeado"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Passo Fundo","05/03/2009 15:52:37","RS","Passo Fundo"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Pelotas","05/03/2009 15:32:12","RS","Pelotas"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Pelotas Visconde da Graça","03/06/2009 21:48:03","RS","Pelotas"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Santana do Livramento","08/06/2011 08:28:46","RS","Santana do Livramento"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Sapiranga","14/01/2014 12:08:00","RS","Sapiranga"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Sapucaia do Sul","05/03/2009 15:35:28","RS","Sapucaia do Sul"
"IFSUL","Instituto Federal Sul-rio-grandense - Campus Venâncio Aires","08/06/2011 08:50:49","RS","Venâncio Aires"
"IFSUL","INSTITUTO FEDERAL SULRIOGRANDENSE CENTRO DE REFERÊNCIA CANDIOTA","13/06/2014 11:23:13","RS","Candiota"
"null","INSTITUTO MATHEUS","22/02/2013 15:00:25","DF","Brasília"
"null","INSTITUTO OSWALDO CRUZ","30/09/2010 09:40:37","RJ","Rio de Janeiro"
"null","INSTITUTO PRIsCIlLA CASTILHO","16/07/2009 15:38:24","DF","Brasília"
"null","INSTITUTO TAULUS","19/03/2013 15:02:26","DF","Brasília"
"null","Ministério da Eduação","15/05/2012 14:59:11","DF","Brasília"
"null","PREFEITURA MUNICIPAL DE GUAISARA","06/11/2013 10:24:54","SP","Guaiçara"
"null","PREFEITURA MÚNICIPAL DE IPAMERI","20/06/2012 14:00:56","GO","Ipameri"
"null","SEDE","30/09/2010 14:37:40","CE","Acaraú"
"null","SOCIEDADE GUARULHENCE DE ENSINO EIRLI - EPP","03/10/2013 21:41:37","SP","Guarulhos"
"UFMG","UFMG - TEATRO UNIVERSITÁRIO","24/02/2017 19:51:35","MG","Belo Horizonte"
"UFPB","Universidade Federal da Paraíba - Colégio Agrícola Vidal de Negreiros da UFPB","19/05/2009 15:55:09","PB","Bananeiras"
"UFPB","Universidade Federal da Paraíba - Escola Técnica de Saúde da UFPB","07/11/2008 12:51:44","PB","João Pessoa"
"UFAL","Universidade Federal de Alagoas - Escola Técnica de Artes","17/06/2009 10:51:24","AL","Maceió"
"UFCG","Universidade Federal de Campina Grande - Escola Técnica de Saúde de Cajazeiras da UFCG","11/11/2008 17:36:29","PB","Cajazeiras"
"UFMG","Universidade Federal de Minas Gerais - Colegio Técnico da UFMG","03/09/2009 14:49:41","MG","Belo Horizonte"
"null","UNIVERSIDADE FEDERAL DE SANTA MARIA","07/08/2009 13:27:06","RS","Santa Maria"
"UFSM","Universidade Federal de Santa Maria - Colégio Politécnico da Universidade Federal Santa Maria","10/08/2009 15:45:09","RS","Santa Maria"
"UFSM","Universidade Federal de Santa Maria - Colégio Técnico Industrial da Universidade Federal de Santa Maria","10/08/2009 15:51:22","RS","Santa Maria"
"UFU","Universidade Federal de Uberlândia - Escola Técnica de Saúde da UFU","03/09/2009 14:40:34","MG","Uberlândia"
"UFV","Universidade Federal de Viçosa - Centro de Ensino e Desenvolvimento Agrário da UFV","03/08/2009 16:17:32","MG","Florestal"
"null","UNIVERSIDADE FEDERAL DO CARIRI - UFCA","16/01/2014 16:40:59","CE","Juazeiro do Norte"
"UFMA","Universidade Federal do Maranhão - Colégio Universitário","03/09/2009 14:38:55","MA","São Luís"
"null","UNIVERSIDADE FEDERAL DO MATO GROSSO DO SUL CENTRO DE CAPACITAÇÃO EM SAÚDE E AMBIENTE ","01/02/2012 16:32:02","MS","Campo Grande"
"UFPA","Universidade Federal do Pará - Escola de Música da UFPA","03/09/2009 15:01:55","PA","Belém"
"UFPA","Universidade Federal do Pará - Escola de Teatro e Dança da UFPA","03/09/2009 15:06:43","PA","Belém"
"null","UNIVERSIDADE FEDERAL DO PARANÁ SETOR DE EDUCAÇÃO PROFISSIONAL E TECNÓLOGICA","29/06/2010 16:37:01","PR","Curitiba"
"UFRN","Universidade Federal do Rio Grande do Norte - Escola Agrícola de Jundiaí da UFRN","12/05/2009 21:04:57","RN","Macaíba"
"UFRN","Universidade Federal do Rio Grande do Norte - Escola de Enfermagem da UFRN","22/05/2009 15:29:50","RN","Natal"
"UFRN","Universidade Federal do Rio Grande do Norte - Escola de Música da UFRN","15/04/2009 15:31:31","RN","Natal"
"null","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL","13/04/2016 16:12:06","RS","Porto Alegre"
"UFRPE","Universidade Federal do Rural de Pernambuco - Colégio Agrícola Dom Agostinho Ikas da UFRPE","03/09/2009 14:39:14","PE","São Lourenço da Mata"
"UFTM","Universidade Federal do Triângulo Mineiro - Centro de Formação Especial em Saúde da UFTM","21/08/2009 07:03:00","MG","Uberaba"
"UFRRJ","Universidade Federal Rural do Rio de Janeiro - Colégio Técnico da UFRRJ","03/09/2009 14:42:25","RJ","Seropédica"
"null","UNIVERSIDADE TEC. FEDER.DO PR-CAMPUS PONTA GROSSA","28/04/2009 15:11:58","PR","Ponta Grossa"
"null","UNIVERSIDADE TECNOLOGIA FEDERAL DO PARANÁ","26/11/2008 14:53:31","PR","Apucarana"
"null","UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANÁ","16/12/2008 15:54:42","PR","Ponta Grossa"
"null","UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","24/11/2008 08:25:05","PR","Curitiba"
"null","universidade tecnológica federal do parana campo mourão","25/11/2008 15:45:16","PR","Campo Mourão"
"null","universidade tecnologica federal do parana campos londrina","20/11/2008 17:28:43","PR","Londrina"
"null","universidade tecnológica federal do paraná-campos pato branco","27/11/2008 10:18:04","PR","Pato Branco"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Apucarana","27/05/2009 17:13:25","PR","Apucarana"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Campo Mourão","14/04/2009 14:32:25","PR","Campo Mourão"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Cornélio Procópio","27/04/2009 14:51:03","PR","Cornélio Procópio"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Curitiba U","23/03/2009 10:33:31","PR","Curitiba"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Dois Vizinhos","08/04/2009 14:56:31","PR","Dois Vizinhos"
"null","UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ_CAMPUS DOIS VIZINHOS","02/12/2008 17:49:41","PR","Dois Vizinhos"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Londrina U","17/04/2009 09:07:03","PR","Londrina"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Medianeira","26/05/2009 11:31:06","PR","Medianeira"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Pato Branco","06/05/2009 15:05:07","PR","Pato Branco"
"UTFPR","Universidade Tecnológica Federal do Paraná - Campus Ponta Grossa","29/04/2009 16:00:45","PR","Ponta Grossa"
"null","Universidade Tecnológica Federal do Paraná - Campus Toledo","27/08/2009 14:46:08","PR","Toledo"
"UTFPR","UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ CAMPUS TOLEDO","22/04/2009 16:32:08","PR","Toledo"
"null","universidade tecnologica federal do peraná campus medianeira","27/11/2008 09:43:08","PR","Medianeira"
